,SG_UF_RESIDENCIA,NU_IDADE,TP_ESCOLA,Q006,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Região,Opção,Renda,NovaRenda
8093,SP,18,2,H,560.1,602.0,601.0,662.7,580,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8094,SP,17,2,H,472.5,479.3,534.3,524.4,480,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8095,SP,17,2,H,413.6,347.9,447.1,578.7,260,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8096,SP,17,2,H,434.1,525.0,464.4,399.4,400,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8097,SP,17,2,H,539.2,529.3,511.6,569.6,420,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8098,SP,18,2,H,405.0,476.7,503.0,419.8,560,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8099,SP,18,2,H,610.5,590.6,641.5,727.8,700,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8100,SP,17,2,H,483.4,541.4,548.1,555.2,560,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8101,SP,17,2,H,581.7,616.4,608.3,721.0,660,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8102,SP,17,2,H,594.4,615.8,552.3,715.1,360,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8103,SP,17,2,H,553.4,513.9,506.6,490.6,620,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8104,SP,17,2,H,363.9,351.7,499.2,492.9,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8105,SP,18,2,H,368.4,485.6,429.7,453.0,320,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8106,SP,17,2,H,428.9,355.4,535.2,404.8,460,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8107,SP,17,2,H,568.8,638.9,599.4,669.7,600,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8108,SP,17,2,H,411.7,470.4,492.0,445.0,540,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8109,SP,17,2,H,621.6,599.7,568.6,599.1,580,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8110,SP,17,2,H,536.8,583.9,553.7,479.9,560,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8111,SP,17,2,H,464.9,485.4,561.6,424.2,520,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8112,SP,17,2,H,539.1,555.4,570.8,621.9,700,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8113,SP,17,2,H,622.6,650.4,644.7,868.7,960,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8114,SP,19,2,H,493.9,437.5,526.7,476.2,480,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8115,SP,17,2,H,644.5,667.0,649.7,758.2,780,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8116,SP,17,2,H,626.4,626.5,642.5,697.7,780,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8117,SP,17,2,H,480.4,560.2,563.6,579.2,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8118,SP,17,2,H,438.3,448.5,478.0,541.6,360,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8119,SP,18,2,H,506.3,425.2,552.4,396.8,600,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8120,SP,18,2,H,478.2,517.6,501.9,431.1,480,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8121,SP,17,2,H,552.4,589.4,547.5,707.6,680,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8122,SP,18,2,H,610.1,614.6,583.0,677.6,880,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8123,SP,18,2,H,510.3,511.5,518.2,522.4,300,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8124,SP,17,2,H,449.2,418.4,355.0,519.5,540,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8125,SP,17,2,H,516.4,568.6,548.5,599.1,680,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8126,SP,18,2,H,606.9,661.6,607.4,696.0,820,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8127,SP,17,2,H,594.6,537.8,592.5,650.7,560,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8128,SP,17,2,H,530.0,484.8,553.5,633.0,680,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8129,SP,17,2,H,560.3,605.1,539.8,509.0,620,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8130,SP,18,2,H,549.8,532.9,566.5,522.5,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8131,BA,17,2,H,475.5,493.2,515.4,469.8,580,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8132,BA,18,2,H,593.6,596.8,634.1,714.1,760,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8133,BA,17,2,H,590.8,570.6,603.3,698.5,760,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8134,BA,20,2,H,511.2,542.7,531.9,570.1,720,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8135,BA,17,2,H,631.0,664.9,625.6,760.1,700,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8136,CE,18,2,H,528.1,573.1,564.0,554.8,680,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8137,PI,17,2,H,512.9,571.6,546.0,600.6,820,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8138,MG,18,2,H,551.5,603.1,588.6,573.4,740,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8139,MG,17,2,H,543.7,526.8,565.2,682.9,260,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8140,MG,17,2,H,573.9,559.8,569.4,740.5,700,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8141,MG,18,2,H,474.2,539.8,555.6,494.7,600,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8142,MG,17,2,H,546.4,387.8,524.3,461.2,540,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8143,MG,17,2,H,517.0,534.3,595.8,614.4,820,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8144,MG,18,2,H,580.4,605.4,590.2,640.6,900,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8145,MG,18,2,H,624.6,637.2,596.4,629.6,820,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8146,MG,18,2,H,390.9,414.3,425.0,503.4,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8147,MG,17,2,H,567.1,615.8,571.8,607.0,740,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8148,MG,17,2,H,386.6,503.1,558.0,502.4,780,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8149,MG,17,2,H,544.4,550.1,604.1,660.5,780,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8150,MG,18,2,H,536.2,596.8,563.6,632.8,600,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8151,MG,17,2,H,562.6,603.2,648.6,732.3,920,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8152,MG,17,2,H,501.0,518.3,530.6,443.3,400,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8153,MG,18,2,H,415.1,408.4,525.8,479.2,720,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8154,MG,18,2,H,569.6,536.6,565.8,695.7,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8155,MG,17,2,H,612.3,581.0,679.4,693.5,880,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8156,MG,17,2,H,429.6,462.8,458.2,591.9,460,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8157,MG,18,2,H,479.7,544.7,537.2,612.8,860,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8158,MG,18,2,H,525.7,530.0,552.1,610.3,640,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8159,MG,17,2,H,412.1,512.0,519.7,607.7,720,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8160,MG,17,2,H,560.4,567.8,583.2,643.3,680,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8161,MG,18,2,H,588.7,584.5,608.4,728.0,660,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8162,MG,17,2,H,387.8,382.3,478.1,438.1,400,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8163,MG,18,2,H,487.1,588.5,568.7,677.4,600,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8164,MG,24,2,H,420.9,393.5,424.3,426.3,440,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8165,MG,17,2,H,457.7,583.4,544.7,712.4,620,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8166,MG,20,2,H,478.5,448.7,455.4,500.2,520,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8167,MG,17,2,H,562.0,611.1,594.6,704.0,720,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8168,MG,17,2,H,571.8,488.9,543.7,664.1,660,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8169,MG,17,2,H,540.2,587.9,521.8,610.7,720,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8170,MG,18,2,H,441.8,544.2,519.9,576.9,520,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8171,AM,17,2,H,592.7,626.1,633.0,582.1,840,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8172,AM,17,2,H,560.3,607.7,602.1,637.4,700,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8173,AM,18,2,H,445.2,452.6,553.1,653.0,640,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8174,AM,17,2,H,347.2,461.9,543.0,460.8,680,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8175,AM,18,2,H,544.7,593.5,594.7,523.1,580,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8176,RS,18,2,H,447.6,568.3,573.1,457.2,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8177,RS,17,2,H,378.2,508.9,524.5,563.0,0,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8178,RS,18,2,H,498.4,535.0,549.4,476.0,500,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8179,RS,18,2,H,549.7,558.4,544.7,460.7,0,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8180,RS,18,2,H,413.8,534.0,516.1,591.8,540,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8181,RS,18,2,H,341.9,392.2,466.9,580.4,800,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8182,RS,17,2,H,493.4,532.7,542.7,628.9,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8183,RS,17,2,H,539.1,547.8,562.1,696.0,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8184,RS,18,2,H,440.2,516.1,524.2,498.9,380,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8185,RS,19,2,H,598.7,602.9,597.4,783.5,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8186,RS,19,2,H,564.4,619.1,603.8,623.2,780,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8187,RS,18,2,H,593.8,628.0,595.9,689.6,960,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8188,RS,18,2,H,491.9,503.9,492.2,623.5,540,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8189,RS,18,2,H,619.1,583.5,564.2,628.1,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8190,RS,17,2,H,505.5,530.7,557.4,551.3,660,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8191,RS,19,2,H,450.8,454.6,523.1,509.7,620,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8192,RS,18,2,H,523.3,529.3,570.4,468.0,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8193,RS,18,2,H,590.4,591.2,575.0,638.6,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8194,RS,18,2,H,422.7,378.7,536.4,485.3,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8195,RS,17,2,H,425.6,557.8,563.0,508.5,660,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8196,RS,17,2,H,576.9,630.2,597.4,730.1,720,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8197,RS,17,2,H,435.1,524.4,538.7,486.4,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8198,RS,18,2,H,507.5,533.7,547.0,454.2,760,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8199,RS,18,2,H,542.1,471.9,565.8,615.8,620,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8200,RS,18,2,H,461.1,442.2,499.2,490.3,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8201,RS,18,2,H,526.1,579.1,533.2,648.0,660,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8202,RS,17,2,H,393.6,451.4,502.4,445.8,300,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8203,RS,20,2,H,441.7,506.0,591.9,540.9,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8204,RS,18,2,H,565.8,545.5,548.6,522.6,620,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8205,RS,17,2,H,488.9,453.9,473.8,450.6,460,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8206,RS,17,2,H,512.6,599.9,618.4,650.6,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8207,SE,17,2,H,534.5,582.0,587.6,671.3,700,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8208,MA,18,2,H,543.6,565.4,528.3,602.9,580,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8209,MA,17,2,H,369.6,434.5,514.9,512.8,580,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8210,MA,17,2,H,652.0,587.7,588.3,766.3,940,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8211,MA,17,2,H,371.7,422.7,498.4,460.0,640,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8212,MA,16,2,H,497.1,532.9,574.4,493.6,760,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8213,RN,19,2,H,570.2,543.1,585.3,620.6,700,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8214,AL,17,2,H,536.4,550.3,554.2,655.4,840,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8215,AL,18,2,H,592.1,656.6,656.8,637.7,880,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8216,AL,18,2,H,524.2,556.7,529.1,599.1,620,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8217,SC,17,2,H,418.6,474.8,519.1,398.1,520,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8218,SC,18,2,H,447.8,544.3,575.2,569.4,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8219,SC,17,2,H,457.7,520.2,526.9,533.5,360,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8220,SC,17,2,H,550.9,459.4,548.8,658.3,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8221,SC,18,2,H,629.4,600.3,602.6,711.4,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8222,SC,19,2,H,420.5,496.1,485.5,419.8,620,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8223,SC,18,2,H,475.4,427.6,513.9,579.0,520,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8224,SC,17,2,H,454.0,555.3,491.2,467.0,680,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8225,SC,19,2,H,565.7,544.8,572.5,608.0,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8226,SC,18,2,H,570.0,631.7,588.2,797.3,740,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8227,SC,18,2,H,585.5,548.3,555.5,761.0,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8228,SC,17,2,H,474.1,493.1,505.9,512.0,520,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8229,SC,18,2,H,420.4,431.5,525.2,585.1,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8230,SC,17,2,H,457.1,530.2,578.3,623.9,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8231,SC,18,2,H,489.0,465.0,481.5,453.8,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8232,SC,18,2,H,451.4,547.7,503.0,585.7,460,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8233,SC,18,2,H,575.5,504.2,547.0,609.3,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8234,SC,18,2,H,430.7,555.4,510.5,515.5,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8235,SC,18,2,H,408.8,566.7,551.8,686.8,780,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8236,PR,17,2,H,506.6,491.9,560.4,563.2,440,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8237,PR,17,2,H,505.6,487.5,536.9,460.1,700,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8238,PR,17,2,H,531.5,601.9,582.9,634.0,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8239,PR,17,2,H,570.6,667.6,629.7,753.8,840,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8240,PR,17,2,H,499.1,497.6,547.9,428.3,560,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8241,PR,17,2,H,372.2,458.8,510.8,490.3,460,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8242,PR,17,2,H,450.3,581.6,585.3,552.2,660,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8243,PR,17,2,H,452.3,428.9,529.0,502.3,780,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8244,PR,17,2,H,571.2,579.8,587.5,653.4,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8245,PR,17,2,H,523.8,527.0,540.9,590.0,580,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8246,PR,17,2,H,463.7,362.6,455.9,450.7,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8247,PR,17,2,H,517.6,505.9,507.9,610.2,600,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8248,PR,17,2,H,523.9,542.7,567.4,570.0,780,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8249,PR,17,2,H,378.1,439.8,496.8,437.6,540,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8250,PR,18,2,H,395.3,543.6,505.7,568.7,640,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8251,PR,18,2,H,595.6,652.7,612.0,620.3,880,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8252,PR,18,2,H,463.6,545.1,554.6,583.9,540,Sul,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8253,GO,18,2,H,477.3,552.9,534.9,649.7,800,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8254,GO,17,2,H,577.5,562.4,562.8,655.0,680,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8255,GO,17,2,H,430.7,540.2,553.2,587.8,760,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8256,GO,17,2,H,534.3,517.4,556.0,537.6,680,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8257,GO,17,2,H,485.5,525.9,525.3,527.4,300,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8258,GO,17,2,H,429.3,479.2,529.0,525.8,460,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8259,GO,17,2,H,554.7,526.4,541.1,505.9,760,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8260,GO,19,2,H,502.1,485.4,527.5,403.5,480,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8261,GO,17,2,H,470.5,483.1,554.5,488.1,600,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8262,TO,20,2,H,459.6,507.6,485.1,387.0,0,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8263,RO,17,2,H,469.3,434.4,414.6,530.8,560,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8264,RO,17,2,H,479.2,439.8,507.5,468.8,620,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8265,RO,19,2,H,407.2,456.9,386.4,468.1,440,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8266,RO,19,2,H,399.9,402.0,521.3,428.5,700,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8267,RO,18,2,H,423.5,476.0,508.6,522.7,620,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8268,RO,18,2,H,404.0,383.4,389.2,430.7,400,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8269,RO,18,2,H,436.7,409.1,415.8,444.8,480,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8270,DF,18,2,H,379.2,478.3,493.6,492.4,760,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8271,DF,18,2,H,444.3,549.2,509.7,598.3,620,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8272,DF,17,2,H,494.6,583.2,572.3,496.3,860,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8273,DF,17,2,H,446.0,353.2,507.4,424.7,320,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8274,DF,18,2,H,457.3,525.2,538.3,455.7,660,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8275,PA,17,2,H,498.2,564.7,556.9,584.0,680,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8276,PA,17,2,H,545.7,513.9,533.9,484.6,840,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8277,PA,17,2,H,377.7,387.0,373.6,395.4,340,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8278,PA,17,2,H,579.2,607.1,594.0,713.3,920,Norte,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8279,MS,18,2,H,556.7,534.9,565.6,652.8,780,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8280,MS,17,2,H,539.4,516.8,446.1,383.0,600,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8281,MS,17,2,H,434.2,497.8,505.2,520.0,680,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8282,MS,16,2,H,448.8,513.6,546.9,416.2,680,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8283,MS,17,2,H,524.1,477.6,565.7,544.4,620,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8284,MS,17,2,H,600.6,634.9,560.5,671.8,840,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8285,MS,18,2,H,528.0,447.1,496.3,446.1,260,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8286,PB,18,2,H,386.4,536.1,515.8,511.4,580,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8287,PB,19,2,H,531.5,538.4,561.7,548.7,580,Nordeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8288,ES,17,2,H,465.2,440.6,527.6,532.4,740,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8289,ES,18,2,H,529.5,517.7,542.0,578.3,780,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8290,ES,17,2,H,533.8,437.7,503.1,449.9,460,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8291,ES,18,2,H,583.3,617.5,588.9,621.8,900,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8292,ES,19,2,H,373.0,338.3,465.4,462.0,460,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8293,ES,19,2,H,622.8,628.4,619.5,665.7,680,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8294,ES,18,2,H,508.6,606.9,539.0,755.0,900,Sudeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
8295,MT,19,2,H,512.1,493.0,494.3,378.0,480,Centro-oeste,Pública,"De R$ 3.992,01 até R$ 4.990,00.",4990.0
